Codice;Ubicazione;Area di Competenza;DescrizioneVia;Civico;CodiceVia;camere;camere_piano;insegna;tipo_attivita_ricettiva;MUNICIPIO;LONGIT;LATIT;Location
EA/1499;PIAZZA CASTELLO N. 4 (z.d. 1);ATTIVITA RICETTIVE - Strutt. Extra-albergh;PIAZZA CASTELLO;4;704;6;;GUEST HOUSE CASTELLO;Foresteria Lombarda/Locanda;1;9.18210919946;45.4694834956;45.4694834956, 9.18210919946
EA/1536;VIA QUINTO ROMANO N. 22/3;ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA QUINTO ROMANO;22/3;6333;2;;;Bed e Breakfast;7;9.08743426308;45.4645528167;45.4645528167, 9.08743426308
EA/1495;VIA BASSINI EDOARDO N. 50A (z.d. 3);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA BASSINI EDOARDO;50A;2587;4;;;Foresteria Lombarda/Locanda;3;9.23739008304;45.4811892711;45.4811892711, 9.23739008304
EA/1496;CORSO LODI N. 78;ATTIVITA RICETTIVE - Strutt. Extra-albergh;CORSO LODI;78;4068;2;;HOUSE OF HAPPNESS;Bed e Breakfast;4;9.21680632455;45.4433368899;45.4433368899, 9.21680632455
EA/1492;VIALE ABRUZZI N. 70;ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIALE ABRUZZI;70;2177;6;;;Foresteria Lombarda/Locanda;3;9.21729988324;45.4825376265;45.4825376265, 9.21729988324
EA/1493;VIALE ABRUZZI N. 70 (z.d. 3);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIALE ABRUZZI;70;2177;7;;;Ostello per la Gioventù;3;9.21729988324;45.4825376265;45.4825376265, 9.21729988324
EA/1509;VIA MAROCCO PIETRO N. 11 (z.d. 2);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA MAROCCO PIETRO;11;658;6;;LORETO 1;Foresteria Lombarda/Locanda;;;;
EA/1510;VIALE RESTELLI FRANCESCO N. 43 (z.d. 2);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIALE RESTELLI FRANCESCO;43;1163;1;;La Casa;Bed e Breakfast;2;9.19820296343;45.4919082855;45.4919082855, 9.19820296343
EA/1511;VIA TIEPOLO GIAN BATTISTA N. 38 (z.d. 3);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA TIEPOLO GIAN BATTISTA;38;3126;6;;;Foresteria Lombarda/Locanda;3;9.22076412755;45.4719200666;45.4719200666, 9.22076412755
EA/1513;CORSO MAGENTA N. 66 (z.d. 1);ATTIVITA RICETTIVE - Strutt. Extra-albergh;CORSO MAGENTA;66;604;1;;;Bed e Breakfast;1;9.17227049252;45.4658123381;45.4658123381, 9.17227049252
EA/1514;VIA CASTALDI PANFILO N. 32 (z.d. 2)VIA CASTALDI PANFILO N. 32 (z.d. 2)VIA CASTALDI PANFILO N. 32 (z.d. 2);ATTIVITA RICETTIVE - Strutt. Extra-albergh;;;;3;;LE STANZE DI ELSA;Foresteria Lombarda/Locanda;;;;
EA/1503;VIA GULLI TOMMASO N. 15 (z.d. 7);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA GULLI TOMMASO;15;6634;5;;;Ostello per la Gioventù;7;9.13404286445;45.4650278683;45.4650278683, 9.13404286445
EA/1504;VIA VENINI GIULIO E CORRADO N. 26;ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA VENINI GIULIO E CORRADO;26;2258;2;;;Bed e Breakfast;2;9.21392069156;45.4891438572;45.4891438572, 9.21392069156
EA/1517;VIA FARINI CARLO N. 64 (z.d. 8);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA FARINI CARLO;64;1114;1;;;Bed e Breakfast;9;9.18491514397;45.4932601508;45.4932601508, 9.18491514397
EA/1518;VIA CECILIA (SANTA) N. 4 (z.d. 1);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA CECILIA (SANTA);4;349;6;;;Foresteria Lombarda/Locanda;1;9.20011509334;45.4672615409;45.4672615409, 9.20011509334
EA/1529;VIA IMBRIANI (DEGLI) N. 44 (z.d. 9);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA IMBRIANI (DEGLI);44;1266;5;;;Foresteria Lombarda/Locanda;9;9.16686325843004;45.5012086190078;45.5012086190078, 9.16686325843004
EA/1521;VIALE SARCA N. 324A (z.d. 9);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIALE SARCA;324A;1427;1;;;Bed e Breakfast;9;9.2139582293;45.524511999;45.524511999, 9.2139582293
EA/1522;VIA CADUTI IN MISSIONE DI PACE N. 11 (z.d. 3);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA CADUTI IN MISSIONE DI PACE;11;2708;1;;;Bed e Breakfast;3;9.24947052738;45.4785454863;45.4785454863, 9.24947052738
EA/1519;VIALE MONZA N. 26 (z.d. 2);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIALE MONZA;26;2274;4;;;Bed e Breakfast;2;9.21809166469889;45.4900191658595;45.4900191658595, 9.21809166469889
EA/1520;CORSO ITALIA N. 15/A (z.d. 1);ATTIVITA RICETTIVE - Strutt. Extra-albergh;CORSO ITALIA;15/A;526;5;;15 BY SERENDIPITY ROOMS;Foresteria Lombarda/Locanda;;;;
EA/1524;VIA MAGGIOLINA (DELLA) N. 2 (z.d. 2)VIA MAGGIOLINA (DELLA) N. 2 (z.d. 2);ATTIVITA RICETTIVE - Strutt. Extra-albergh;;;;6;;;Foresteria Lombarda/Locanda;;;;
EA/1533;VIA CUSANI N. 10 (z.d. 1);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA CUSANI;10;719;3;;;Foresteria Lombarda/Locanda;1;9.18412932538;45.4688811706;45.4688811706, 9.18412932538
EA/1541;VIA TOCE N. 11 (z.d. 9);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA TOCE;11;1325;4;;l'isola di Romy;Bed e Breakfast;9;9.18600322338;45.4922446317;45.4922446317, 9.18600322338
EA/1538;VIA PONTE SEVESO N. 18 (z.d. 2);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA PONTE SEVESO;18;1203;4;;b&b Seveso;Bed e Breakfast;2;9.20400352774;45.4885568612;45.4885568612, 9.20400352774
EA/1539;VIALE SARCA N. 324A (z.d. 9);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIALE SARCA;324A;1427;1;;the olive tree;Bed e Breakfast;9;9.2139582293;45.524511999;45.524511999, 9.2139582293
EA/1486;Via ARCHIMEDE N. 125 (z.d. 4);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via ARCHIMEDE;125;3086;3;;;;4;9.22250279953;45.4656479395;45.4656479395, 9.22250279953
EA/1489;VIA PONTE SEVESO N. 23 (z.d. 2);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA PONTE SEVESO;23;1203;2;;;Bed e Breakfast;2;9.20427374323;45.4891712741;45.4891712741, 9.20427374323
EA/1491;VIA LUDOVICO DI BREME N. 50/E;ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA LUDOVICO DI BREME;50/E;7396;6;;;Foresteria Lombarda/Locanda;;;;
EA/1490;VIA FANTONI GIOVANNI N. 8 (z.d. 8);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA FANTONI GIOVANNI;8;6578;2;;;Bed e Breakfast;7;9.13592235812;45.4688054029;45.4688054029, 9.13592235812
EA/1628;VIA LAZZARONI GIUSEPPINA N. 10 (z.d. 2);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA LAZZARONI GIUSEPPINA;10;1196;1;;Nice Livings Lazzaroni;Foresteria Lombarda/Locanda;2;9.2003359608;45.4868331491;45.4868331491, 9.2003359608
EA/1600;VIA CADAMOSTO ALVISE N. 6 (z.d. 3);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA CADAMOSTO ALVISE;6;2152;4;;city center best hostel;Foresteria Lombarda/Locanda;3;9.20937445944;45.476511607;45.476511607, 9.20937445944
EA/1611;VIA PALERMO N. 18 (z.d. 1);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA PALERMO;18;1025;4;;garibaldi suite;Foresteria Lombarda/Locanda;1;9.18431293692;45.4755138029;45.4755138029, 9.18431293692
EA/1612;LARGO LA FOPPA N. 5 (z.d. 1);ATTIVITA RICETTIVE - Strutt. Extra-albergh;LARGO LA FOPPA;5;1033;3;;BRERA SUITE;Foresteria Lombarda/Locanda;1;9.18482114849;45.4784129373;45.4784129373, 9.18482114849
EA/1622;VIA DE VINCENTI ANGELO N. 10 (z.d. 7);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA DE VINCENTI ANGELO;10;6134;4;;B&B LOTUS;Bed e Breakfast;7;9.1404886344;45.4766007349;45.4766007349, 9.1404886344
EA/1626;VIA ABBA GIUSEPPE CESARE N. 7 (z.d. 9);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA ABBA GIUSEPPE CESARE;7;1295;6;;;Foresteria Lombarda/Locanda;9;9.18054355197;45.5025754834;45.5025754834, 9.18054355197
EA/1554;VIA MAZZALI GUIDO N. 5 (z.d. 3);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA MAZZALI GUIDO;5;2088;2;;;Bed e Breakfast;3;9.23378546167;45.49115322;45.49115322, 9.23378546167
EA/1555;VIA BUDUA N. 3 (z.d. 9);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA BUDUA;3;1342;4;;LA VILLA MILANO;Bed e Breakfast;9;9.19494433764;45.4977585848;45.4977585848, 9.19494433764
EA/1556;VIA LATTANZIO N. 72 (z.d. 4);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA LATTANZIO;72;4091;2;;;Foresteria Lombarda/Locanda;4;9.21796143392;45.4538323918;45.4538323918, 9.21796143392
EA/1558;VIA MOSCOVA (DELLA) N. 29 (z.d. 1);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA MOSCOVA (DELLA);29;1016;2;;;Foresteria Lombarda/Locanda;1;9.188734744;45.4768177701;45.4768177701, 9.188734744
EA/1559;VIA POERIO CARLO N. 2A (z.d. 3);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA POERIO CARLO;2A;3181;6;;;Foresteria Lombarda/Locanda;3;9.21032120845;45.4687527589;45.4687527589, 9.21032120845
EA/1560;VIA BELGIRATE N. 18 (z.d. 2);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA BELGIRATE;18;1406;1;;;Bed e Breakfast;2;9.20287293108;45.4947383566;45.4947383566, 9.20287293108
EA/1562;VIA SAULI ALESSANDRO (SANT') N. 19 sauli 19 (z.d. 2);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA SAULI ALESSANDRO (SANT');19;2273;2;;BABAYAGA APARTMENTS;Foresteria Lombarda/Locanda;2;9.21460919903;45.4911084948;45.4911084948, 9.21460919903
EA/1564;VIA SETTALA LODOVICO N. 7 (z.d. 3);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA SETTALA LODOVICO;7;2111;3;;ROOMS LE MILANESI;Foresteria Lombarda/Locanda;3;9.20347044498;45.4776998356;45.4776998356, 9.20347044498
EA/1567;VIA PALMANOVA N. 56 (z.d. 3);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA PALMANOVA;56;2390;3;;;Foresteria Lombarda/Locanda;3;9.23677946007;45.496251726;45.496251726, 9.23677946007
EA/1568;VIALE PICENO N. 5 (z.d. 4);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIALE PICENO;5;3114;4;;;Foresteria Lombarda/Locanda;4;9.21706340396;45.4636441491;45.4636441491, 9.21706340396
EA/1569;VIA RIPAMONTI GIUSEPPE N. 367 (z.d. 5);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA RIPAMONTI GIUSEPPE;367;4066;2;;CASA VENUS;Foresteria Lombarda/Locanda;5;9.20489739564;45.4195244466;45.4195244466, 9.20489739564
EA/1571;PIAZZA BABILA (SAN) N. 5 (z.d. 1);ATTIVITA RICETTIVE - Strutt. Extra-albergh;PIAZZA BABILA (SAN);5;216;5;;;Foresteria Lombarda/Locanda;1;9.1975375048;45.4670432552;45.4670432552, 9.1975375048
EA/1572;VIA MAMELI GOFFREDO N. 11 (z.d. 4);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA MAMELI GOFFREDO;11;3088;4;;welcome to my house milano;Foresteria Lombarda/Locanda;4;9.21348614807;45.4661176504;45.4661176504, 9.21348614807
EA/1577;PASSAGGIO OSII (DEGLI) N. 1 (z.d. 1);ATTIVITA RICETTIVE - Strutt. Extra-albergh;PASSAGGIO OSII (DEGLI);1;544;6;;ROOMS MILANO DUOMO;Foresteria Lombarda/Locanda;1;9.18783909063;45.4643331249;45.4643331249, 9.18783909063
EA/1637;VIA VIVALDI ANTONIO N. 1 (z.d. 2);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA VIVALDI ANTONIO;1;1208;4;;INN PERFECT BIG VILLA;Foresteria Lombarda/Locanda;2;9.19990099885;45.4912211644;45.4912211644, 9.19990099885
EA/1597;VIA POMPONAZZI PIETRO N. 19 (z.d. 5);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA POMPONAZZI PIETRO;19;5246;1;;;Bed e Breakfast;5;9.18202308504;45.4419597394;45.4419597394, 9.18202308504
EA/1639;VIA SANZIO RAFFAELLO N. 16 (z.d. 7);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA SANZIO RAFFAELLO;16;6283;3;;B&B Raffaelllo 16;Bed e Breakfast;7;9.15235378503;45.468565825;45.468565825, 9.15235378503
EA/1603;VIA BRUSCHETTI GIUSEPPE N. 11 (z.d. 2);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA BRUSCHETTI GIUSEPPE;11;1285;3;;HOME FLOWERS;Bed e Breakfast;2;9.20782240181;45.4924448979;45.4924448979, 9.20782240181
EA/1604;VIA TORRIANI NAPO N. 3 (z.d. 2);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA TORRIANI NAPO;3;2126;3;;DOMUS BECCIA;Foresteria Lombarda/Locanda;2;9.20357672498;45.4807259646;45.4807259646, 9.20357672498
EA/1605;PIAZZA VETRA N. 21 (z.d. 1);ATTIVITA RICETTIVE - Strutt. Extra-albergh;PIAZZA VETRA;21;515;3;;CASA DELLA VETRA;Foresteria Lombarda/Locanda;1;9.18319821967;45.4571827211;45.4571827211, 9.18319821967
EA/1565;VIALE MONZA N. 38 (z.d. 2);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIALE MONZA;38;2274;3;;MILANO PAVIA FORESTERIA LOMBARDA;Foresteria Lombarda/Locanda;2;9.21857364818;45.4917190625;45.4917190625, 9.21857364818
EA/1636;VIALE MONTE NERO N. 14 (z.d. 4);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIALE MONTE NERO;14;3062;5;;BEHOME PORTA ROMANA;Foresteria Lombarda/Locanda;4;9.20377929266;45.4537866615;45.4537866615, 9.20377929266
EA/1553;VIALE PIAVE N. 13 (z.d. 1);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIALE PIAVE;13;2179;5;;VILLA GATTI;Foresteria Lombarda/Locanda;1;9.20657350816;45.4703948403;45.4703948403, 9.20657350816
EA/1617;VIALE PICENO N. 5 (z.d. 4);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIALE PICENO;5;3114;4;;;Foresteria Lombarda/Locanda;4;9.21706340396;45.4636441491;45.4636441491, 9.21706340396
EA/1618;VIA GIOIA MELCHIORRE N. 66 (z.d. 2);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA GIOIA MELCHIORRE;66;1108;4;;I am here Gioia 66;Foresteria Lombarda/Locanda;2;9.20205370407;45.4901312746;45.4901312746, 9.20205370407
EA/1579;VIA CAPECELATRO ALFONSO N. 57 (z.d. 7);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA CAPECELATRO ALFONSO;57;6575;3;;SAN SIRO IN CASA;Bed e Breakfast;7;9.12778853375;45.4722566641;45.4722566641, 9.12778853375
EA/1631;VIALE ABRUZZI N. 70 (z.d. 3);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIALE ABRUZZI;70;2177;6;;;Foresteria Lombarda/Locanda;3;9.21729988324;45.4825376265;45.4825376265, 9.21729988324
EA/1578;VIA ROVETTA GEROLAMO N. 19 (z.d. 2);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA ROVETTA GEROLAMO;19;2333;5;;LA NUOVA FABBRICA DELLE CARAMELLE;Foresteria Lombarda/Locanda;2;9.22463600115;45.5000953742;45.5000953742, 9.22463600115
EA/1596;VIA MAURILIO (SAN) N. 20 (z.d. 1);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA MAURILIO (SAN);20;563;2;;SAN MAURILIO SUITES;Foresteria Lombarda/Locanda;1;9.18328330777;45.4626871288;45.4626871288, 9.18328330777
EA/1601;VIA PACINOTTI FRA' ANTONIO N. 6 (z.d. 8);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA PACINOTTI FRA' ANTONIO;6;7259;5;;LA LOCANDA DEL TEATRO;Foresteria Lombarda/Locanda;8;9.151150402689;45.4921848622632;45.4921848622632, 9.151150402689
EA/1606;VIA ANTONIO DA RECANATE N. 2 (z.d. 2);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA ANTONIO DA RECANATE;2;2215;3;;FORESTERIA MADE IN SHI;Foresteria Lombarda/Locanda;2;9.20381572886;45.4834626612;45.4834626612, 9.20381572886
EA/1607;VIA CORNALIA EMILIO N. 24 (z.d. 9);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA CORNALIA EMILIO;24;1182;3;;;Foresteria Lombarda/Locanda;9;9.19776013353;45.4842302438;45.4842302438, 9.19776013353
EA/1638;VIA BASSI UGO N. 30 (z.d. 9);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA BASSI UGO;30;1143;2;;easy stay milano;Foresteria Lombarda/Locanda;9;9.18796389006;45.4898431872;45.4898431872, 9.18796389006
EA/1613;VIA RUTILIA N. 22;ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA RUTILIA;22;4229;4;;IL QUADRIFOGLIO;Bed e Breakfast;5;9.1969238508;45.4402357038;45.4402357038, 9.1969238508
EA/1614;VIA MARONCELLI PIETRO N. 12 (z.d. 9);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA MARONCELLI PIETRO;12;1113;1;;;Bed e Breakfast;9;9.18344992880413;45.4828906778624;45.4828906778624, 9.18344992880413
EA/1615;CORSO COMO N. 8 (z.d. 9);ATTIVITA RICETTIVE - Strutt. Extra-albergh;CORSO COMO;8;1111;2;;;Foresteria Lombarda/Locanda;9;9.18739322792;45.4817686892;45.4817686892, 9.18739322792
EA/1616;PIAZZA CARMINE (DEL) N. 6 (z.d. 1);ATTIVITA RICETTIVE - Strutt. Extra-albergh;PIAZZA CARMINE (DEL);6;129;4;;;Foresteria Lombarda/Locanda;1;9.18525092719;45.4703706635;45.4703706635, 9.18525092719
EA/1619;PIAZZA DUOMO (DEL) N. 10 (z.d. 1);ATTIVITA RICETTIVE - Strutt. Extra-albergh;PIAZZA DUOMO (DEL);10;1;;;;Foresteria Lombarda/Locanda;1;9.1905509194;45.4630786564;45.4630786564, 9.1905509194
EA/1624;VIA MONTE NAPOLEONE N. 13 (z.d. 1);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA MONTE NAPOLEONE;13;219;6;;Velvet Grey 1;Foresteria Lombarda/Locanda;1;9.19489185852;45.4684400891;45.4684400891, 9.19489185852
EA/1630;ALZAIA NAVIGLIO GRANDE N. 150 (z.d. 6);ATTIVITA RICETTIVE - Strutt. Extra-albergh;ALZAIA NAVIGLIO GRANDE;150;5144;4;;;Foresteria Lombarda/Locanda;6;9.15202769441;45.4471204949;45.4471204949, 9.15202769441
EA/1632;VIA MARIO ALBERTO N. 26 (z.d. 7);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA MARIO ALBERTO;26;6289;3;;;Bed e Breakfast;7;9.15014894325;45.4710435633;45.4710435633, 9.15014894325
EA/1633;VIA ERBE (DELLE) N. 2 (z.d. 1);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA ERBE (DELLE);2;713;3;;Brera Prestige B&B;Bed e Breakfast;1;9.18390064712;45.4709864236;45.4709864236, 9.18390064712
EA/1634;CORSO ITALIA N. 15 (z.d. 1);ATTIVITA RICETTIVE - Strutt. Extra-albergh;CORSO ITALIA;15;526;2;;;Foresteria Lombarda/Locanda;1;9.18868812778;45.4581648097;45.4581648097, 9.18868812778
EA/1609;PIAZZALE LAGOSTA N. 10 (z.d. 9);ATTIVITA RICETTIVE - Strutt. Extra-albergh;PIAZZALE LAGOSTA;10;1155;4;;ELEGANTI SUITE;Foresteria Lombarda/Locanda;9;9.19181603336824;45.4892769285938;45.4892769285938, 9.19181603336824
EA/1610;VIA BERRA DOMENICO N. 21 (z.d. 2);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA BERRA DOMENICO;21;2526;3;;LIDIA DI PIETRO S.RAFFAELE;Bed e Breakfast;2;9.24893184353;45.5075766005;45.5075766005, 9.24893184353
EA/1625;VIA MONTE NAPOLEONE N. 13;ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA MONTE NAPOLEONE;13;219;6;;velvet Grey 1;Foresteria Lombarda/Locanda;1;9.19489185852;45.4684400891;45.4684400891, 9.19489185852
EA/1587;VIA SALDINI CESARE N. 26 (z.d. 3);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA SALDINI CESARE;26;3206;6;;CASAMICA SORRISO;Foresteria Lombarda/Locanda;3;9.22749529917;45.4718777134;45.4718777134, 9.22749529917
EA/1629;VIA BENEFATTORI DELL'OSPEDALE N. 24 (z.d. 9);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA BENEFATTORI DELL'OSPEDALE;24;1522;3;;blanca carpio;Foresteria Lombarda/Locanda;9;9.18852715846;45.5063397292;45.5063397292, 9.18852715846
EA/1546;VIALE PREMUDA N. 7 (z.d. 1);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIALE PREMUDA;7;3063;4;;;Foresteria Lombarda/Locanda;1;9.20714915152;45.4640933918;45.4640933918, 9.20714915152
EA/1549;VIA MOSCOVA (DELLA) N. 27 (z.d. 1);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA MOSCOVA (DELLA);27;1016;2;;;Foresteria Lombarda/Locanda;1;9.18923407216;45.4767440498;45.4767440498, 9.18923407216
EA/1550;VIA MARCELLO BENEDETTO N. 71 (z.d. 3);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA MARCELLO BENEDETTO;71;2128;2;;;Foresteria Lombarda/Locanda;3;9.20862784275;45.4819388726;45.4819388726, 9.20862784275
EA/1621;RIPA PORTA TICINESE (DI) N. 127 (z.d. 6);ATTIVITA RICETTIVE - Strutt. Extra-albergh;RIPA PORTA TICINESE (DI);127;5150;2;;NAVIGLI HOUSE;Foresteria Lombarda/Locanda;6;9.15881215441;45.448190779;45.448190779, 9.15881215441
EA/1589;VIA SIRTORI GIUSEPPE N. 23 (z.d. 3);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA SIRTORI GIUSEPPE;23;2180;3;;LIBERTY;Foresteria Lombarda/Locanda;3;9.20767868544;45.4738917339;45.4738917339, 9.20767868544
EA/1575;VIA MISSAGLIA (DEI) N. 8 (z.d. 5);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA MISSAGLIA (DEI);8;5340;5;;;Foresteria Lombarda/Locanda;5;9.1772515876;45.4289655926;45.4289655926, 9.1772515876
EA/1593;VIA CASALE N. 5 (z.d. 6);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA CASALE;5;5118;5;;ZEBRA NAVIGLIO;Foresteria Lombarda/Locanda;6;9.17064936951;45.4518148446;45.4518148446, 9.17064936951
EA/1594;VIA SAVONA N. 59 (z.d. 6);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA SAVONA;59;5122;2;;B&B CLARICE;Bed e Breakfast;6;9.15989219458;45.4527563788;45.4527563788, 9.15989219458
EA/1581;VIA GLUCK CRISTOFORO N. 52 (z.d. 2);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA GLUCK CRISTOFORO;52;1215;4;;;Foresteria Lombarda/Locanda;2;9.20991576814;45.4945358576;45.4945358576, 9.20991576814
EA/1582;VIA FUCINI RENATO N. 3 (z.d. 3);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA FUCINI RENATO;3;2199;3;;FORESTERIA ALBA;Foresteria Lombarda/Locanda;3;9.22234305992;45.4786429789;45.4786429789, 9.22234305992
EA/1583;VIA FUCINI RENATO N. 3 (z.d. 3);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA FUCINI RENATO;3;2199;5;;CASAMICA ANCORA;Foresteria Lombarda/Locanda;3;9.22234305992;45.4786429789;45.4786429789, 9.22234305992
EA/1584;VIA FUCINI RENATO N. 3 (z.d. 3);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA FUCINI RENATO;3;2199;3;;CASAMICA AURORA;Foresteria Lombarda/Locanda;3;9.22234305992;45.4786429789;45.4786429789, 9.22234305992
EA/1585;VIA SALDINI CESARE N. 26 (z.d. 3);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA SALDINI CESARE;26;3206;4;;CASAMICA SOGNO;Foresteria Lombarda/Locanda;3;9.22749529917;45.4718777134;45.4718777134, 9.22749529917
EA/1586;VIA SALDINI CESARE N. 26 (z.d. 3);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA SALDINI CESARE;26;3206;5;;CASAMICA SOLE;Foresteria Lombarda/Locanda;3;9.22749529917;45.4718777134;45.4718777134, 9.22749529917
EA/1598;VIA MANZONI ALESSANDRO N. 39 (z.d. 1);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA MANZONI ALESSANDRO;39;230;4;;RIVIERE LUXURY PALACES;Foresteria Lombarda/Locanda;1;9.19378899885;45.471249225;45.471249225, 9.19378899885
EA/1599;RIPA PORTA TICINESE (DI) N. 101 (z.d. 6);ATTIVITA RICETTIVE - Strutt. Extra-albergh;RIPA PORTA TICINESE (DI);101;5150;1;;WBH NAVIGLI;Foresteria Lombarda/Locanda;6;9.16288124251;45.448796582;45.448796582, 9.16288124251
EA/1620;VIA GOLA EMILIO N. 31 (z.d. 6);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA GOLA EMILIO;31;5154;1;;CASA BARONE;Bed e Breakfast;6;9.17334278465;45.4488022769;45.4488022769, 9.17334278465
EA/1608;LARGO LA FOPPA N. 5 (z.d. 1);ATTIVITA RICETTIVE - Strutt. Extra-albergh;LARGO LA FOPPA;5;1033;1;;;Foresteria Lombarda/Locanda;1;9.18482114849;45.4784129373;45.4784129373, 9.18482114849
EA/1640;VIALE MONZA N. 38 (z.d. 2);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIALE MONZA;38;2274;6;;milano ostello;Ostello per la Gioventù;2;9.21857364818;45.4917190625;45.4917190625, 9.21857364818
EA/1627;VIA VITO (SAN) N. 6 (z.d. 1);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA VITO (SAN);6;539;2;;;Foresteria Lombarda/Locanda;1;9.18427181324;45.4590101322;45.4590101322, 9.18427181324
EA/1580;VIA MONTEVERDI CLAUDIO N. 15 (z.d. 3);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA MONTEVERDI CLAUDIO;15;2237;4;;B&B ALDEBARAN;Bed e Breakfast;3;9.21464810759;45.483568529;45.483568529, 9.21464810759
